nome_evento,edicao,abrangencia,tamanho,segmento,acesso_evento,mes_evento,data_inicio,data_fim,local,cidade,uf,promotor,telefone,site_feira
NPC Worldwide Musclecontest (Maranhão),,Nacional,até 1.000,"Lazer, Hobby e Esportes",Aberto ao público mediante ingresso,maio,23 de maio de 2026,23 de maio de 2026,Real Promoções e Treinamento,São Luís,MA,Musclecontest Internacional,61 99822-3737,http://musclecontestinternational.com/brz-2026-musclecontest-maranhao-event/
NPC Worldwide Musclecontest (Vitória),,Nacional,até 1.000,"Lazer, Hobby e Esportes",Aberto ao público mediante ingresso,maio,23 de maio de 2026,23 de maio de 2026,Centro de Convenções de Vitória,Vitória,ES,Musclecontest Internacional,61 99822-3737,http://musclecontestinternational.com/brz-2026-musclecontest-vitoria-event/
NPC Worldwide Musclecontest (Ceará),,Nacional,até 1.000,"Lazer, Hobby e Esportes",Aberto ao público mediante ingresso,maio,23 de maio de 2026,23 de maio de 2026,Centro de Eventos do Ceará,Fortaleza,CE,Musclecontest Internacional,61 99822-3737,http://musclecontestinternational.com/brz-2026-musclecontest-ceara-event/
Goiâniacal Preview (Goianiacal) (Maio),13ª edição,Regional,acima de 10.000,"Couro: Tecnologia, Calçados e Artefatos",Aberto ao público,maio,24 de maio de 2026,26 de maio de 2026,Centro de Convenções de Goiânia,Goiânia,GO,Goiâniacal Eventos,62 98257-3869,http://goianiacal.com.br
Meia Maratona Internacional de Guarulhos,4ª edição,Nacional,de 1.000 a 5.000,"Lazer, Hobby e Esportes",Aberto ao público mediante ingresso,maio,24 de maio de 2026,24 de maio de 2026,São Paulo,São Paulo,SP,Yescom,11 4191-1236,http://www.yescom.com.br/meiamaratonadeguarulhos/2026/index.asp
Live! Run XP (Recife) (Maio),,Regional,de 1.000 a 5.000,"Lazer, Hobby e Esportes",Aberto ao público mediante ingresso,maio,24 de maio de 2026,24 de maio de 2026,Recife,Recife,PE,Live! Roupas Esportivas Ltda,47 2106-7400,http://www.liverun.com.br
CON BRASIL - Congresso Nacional de Licitações e Contratos (ConBrasil),6ª edição,Regional,de 1.000 a 5.000,Construção Civil,Aberto ao público mediante ingresso,maio,25 de maio de 2026,28 de maio de 2026,Brasília,Brasília,DF,Con Treinamentos,41 3376-3967,http://conbrasil.com.br
SBRC 2026 - Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos,44ª edição,Nacional,de 1.000 a 5.000,"Informática, Telecomunicações e TI",Aberto ao público mediante ingresso,maio,25 de maio de 2026,29 de maio de 2026,Praia do Forte Convention Center,Salvador,BA,Sociedade Brasileira de Computação (SBC),51 99252-6018,http://sbrc.sbc.org.br/2026/
FIB 2026 - Fórum da Internet no Brasil,16ª edição,Nacional,de 5.000 a 10.000,"Informática, Telecomunicações e TI",Especializado mediante convite e ingresso,maio,25 de maio de 2026,29 de maio de 2026,Belém,Belém,PA,Núcleo de Informação e Coordenação do Ponto BR (NIC.br),11 5509-3511,http://forumdainternet.cgi.br
Rondoleite 2026,7ª edição,Regional,acima de 10.000,"Agropecuário, Comercial e Industrial",Aberto ao público,maio,25 de maio de 2026,30 de maio de 2026,Centro Tecnológico Vandeci Rack,Ji-Paraná,RO,Secretaria da Agricultura de Rondônia (SEAGRI-RO),69 3216-5074,http://rondoniaruralshow.ro.gov.br/rondoleite/
RONDÔNIA RURAL SHOW INTERNACIONAL 2026 - Feira Tecnológica de Negócios Agropecuários do Estado de Rondônia,13ª edição,Nacional,acima de 10.000,"Agropecuário, Comercial e Industrial",Aberto ao público,maio,25 de maio de 2026,30 de maio de 2026,Centro Tecnológico Vandeci Rack,Ji-Paraná,RO,Secretaria da Agricultura de Rondônia (SEAGRI-RO),69 3216-5074,http://www.instagram.com/rondoniaruralshow/
EXPOCAFÉ - Exposição Nacional do Café,29ª edição,Nacional,acima de 10.000,"Agropecuário, Comercial e Industrial",Aberto ao público,maio,26 de maio de 2026,28 de maio de 2026,Aeroporto de Três Pontas,Três Pontas,MG,Empresa de Pesquisa Agropecuária de Minas Gerais (EPAMIG),31 3489-5000,http://www.expocafeoficial.com.br
Yes Móvel Show Minas Gerais,13ª edição,Regional,acima de 10.000,"Madeira, Móveis e Decorações",Aberto ao público,maio,26 de maio de 2026,28 de maio de 2026,Expominas - Belo Horizonte,Belo Horizonte,MG,Yes Feiras & Eventos,27 99528-9906,http://eventos.yesmovelshow.com.br/eventos/5/yes-movel-show-minas-gerais
SBSI 2026 - Simpósio Brasileiro de Sistemas de Informação,22ª edição,Nacional,de 1.000 a 5.000,"Informática, Telecomunicações e TI",Aberto ao público mediante ingresso,maio,26 de maio de 2026,28 de maio de 2026,Hotel Senac - Ilha do Boi,Vitória,ES,Sociedade Brasileira de Computação (SBC),51 99252-6018,http://sbsi.sbc.org.br/2026/
CONSTRUSUL - Feira Internacional da Construção (Balneário Camboriú),,Regional,acima de 10.000,Construção Civil,Aberto ao público,maio,26 de maio de 2026,29 de maio de 2026,Expocentro Balneário Camboriú,Balneário Camboriú,SC,Sul Eventos Feiras Profissionais,51 3225-0011,http://feiraconstrusulbc.com.br
Expocitros 2026 (Expo Citros),51ª edição,Nacional,acima de 10.000,"Agropecuário, Comercial e Industrial",Aberto ao público,maio,26 de maio de 2026,29 de maio de 2026,Centro de Citricultura Sylvio Moreira,Cordeirópolis,SP,Centro de Citricultura Sylvio Moreira (CCSM),19 3546-1399,http://www.expocitros.com.br
Semana da Citricultura,51ª edição,Nacional,acima de 10.000,"Agropecuário, Comercial e Industrial",Aberto ao público,maio,26 de maio de 2026,29 de maio de 2026,Centro de Citricultura Sylvio Moreira,Cordeirópolis,SP,Centro de Citricultura Sylvio Moreira (CCSM),19 3546-1399,http://www.expocitros.com.br
FISPAL CAFÉ - Feira de Negócios para o Setor Cafeeiro,2ª edição,Nacional,acima de 10.000,Alimentos e Bebidas,Restrito a profissionais do setor,maio,26 de maio de 2026,29 de maio de 2026,Distrito Anhembi,São Paulo,SP,Informa Markets,11 4632-0200,http://www.fispalfoodservice.com.br
FISPAL FOOD SERVICE - Feira Internacional de Produtos e Serviços para a Alimentação Fora do Lar,42ª edição,Nacional,acima de 10.000,Alimentos e Bebidas,Restrito a profissionais do setor,maio,26 de maio de 2026,29 de maio de 2026,Distrito Anhembi,São Paulo,SP,Informa Markets,11 4632-0200,http://www.fispalfoodservice.com.br
FISPAL SORVETES - Feira Internacional de Tecnologia para a Indústria de Sorveteria Profissional,23ª edição,Nacional,acima de 10.000,Alimentos e Bebidas,Restrito a profissionais do setor,maio,26 de maio de 2026,29 de maio de 2026,Distrito Anhembi,São Paulo,SP,Informa Markets,11 4632-0200,http://www.fispalfoodservice.com.br
EXPOGURUPI - Feira Agropecuária de Gurupi (Expo Gurupi),51ª edição,Regional,de 5.000 a 10.000,"Agropecuário, Comercial e Industrial",Aberto ao público,maio,26 de maio de 2026,31 de maio de 2026,Centro de Exposições,Gurupi,TO,Sindicato Rural de Gurupi,63 3312-7032,http://www.instagram.com/sindicatoruraldegurupioficial/
Rio2C - Rio Creative Conference,,Nacional,acima de 10.000,"Novas Tecnologias, Invenções e Inovações",Aberto ao público mediante convite e ingresso,maio,26 de maio de 2026,31 de maio de 2026,Cidade das Artes,Rio de Janeiro,RJ,Rio Creative Conferences Ltda,21 2051-2583,http://www.rio2c.com
Feira de Oportunidades do Inatel,,Regional,até 1.000,"Novas Tecnologias, Invenções e Inovações",Aberto ao público,maio,26 de maio de 2026,26 de maio de 2026,Instituto Nacional de Telecomunicações (Inatel),Santa Rita do Sapucaí,MG,Instituto Nacional de Telecomunicações (Inatel),35 3471-9200,http://inatel.br/feiradeoportunidades/
Panrotas Next (Vitória),,Regional,até 1.000,"Turismo, Hotéis, Bares e Restaurantes",Aberto ao público mediante convite,maio,26 de maio de 2026,26 de maio de 2026,Hotel Gran Marquise,Vitória,ES,Panrotas,11 2764-4800,http://www.panrotasnext.com.br
CASACOR 2026 (Tocantins),,Regional,de 1.000 a 5.000,"Habitação, Condomínios e Imóveis em Geral",Aberto ao público mediante ingresso,maio,26 de maio de 2026,12 de julho de 2026,Palmas,Palmas,TO,CASACOR,11 3037-6857,http://casacor.abril.com.br/pt-BR/mostras/tocantins-2026
"Data, Analytics & AI Summit 2026",,Nacional,até 1.000,Gestão Empresarial e Recursos Humanos,Aberto ao público mediante ingresso,maio,26 de maio de 2026,27 de maio de 2026,Hotel Meliá Paulista,São Paulo,SP,Blueprintt,11 4118-6262,http://blueprintt.co/eventos/daai/
"Governance, Risk & Compliance Summit 2026",,Nacional,até 1.000,Gestão Empresarial e Recursos Humanos,Aberto ao público mediante ingresso,maio,26 de maio de 2026,27 de maio de 2026,Hotel Meliá Paulista,São Paulo,SP,Blueprintt,11 4118-6262,http://blueprintt.co/eventos/daai/
PROXXIMA 2026,19ª edição,Nacional,de 1.000 a 5.000,"Novas Tecnologias, Invenções e Inovações",Especializado mediante convite e ingresso,maio,26 de maio de 2026,27 de maio de 2026,WTC - World Trade Center São Paulo,São Paulo,SP,Meio & Mensagem Eventos (GRUPO M&M),11 97178-9529,http://evento.proxxima.com.br
INCITEL - Congresso de Iniciação Científica da Inatel,38ª edição,Nacional,de 5.000 a 10.000,"Novas Tecnologias, Invenções e Inovações",Aberto ao público,maio,27 de maio de 2026,29 de maio de 2026,Instituto Nacional de Telecomunicações (Inatel),Santa Rita do Sapucaí,MG,Instituto Nacional de Telecomunicações (Inatel),35 3471-9200,http://www.inatel.br/incitel
Bahia Oil & Gas Energy 2026,,Regional,acima de 10.000,Petróleo e Petroquímica,Aberto ao público,maio,27 de maio de 2026,29 de maio de 2026,Centro de Convenções de Salvador,Salvador,BA,Bahia Oil & Gas Energy,84 99850-8782,http://www.bahiaoilgasenergy.com.br
BRASIL LOG - Feira Internacional de Logística,11ª edição,Nacional,de 5.000 a 10.000,"Logística, Transporte e Armazenagem",Especializado mediante convite,maio,27 de maio de 2026,29 de maio de 2026,Parque Comendador Antônio Carbonari - Parque da Uva,Jundiaí,SP,Adelson Feiras e Eventos Ltda,11 4526-2637,http://feiradelogistica.com
Congresso / Imersão de Harmonização Facial - Full Face 2026,6ª edição,Nacional,até 1.000,"Saúde: Tecnologia, Equipamentos e Pesquisa",Especializado mediante convite e ingresso,maio,27 de maio de 2026,30 de maio de 2026,Distrito Anhembi,São Paulo,SP,MM Eventos,19 99152-2772,http://www.sympla.com.br/evento/6-congresso-imersao-de-harmonizacao-facial-full-face-2026/2897982
ArPa Feira de Arte,5ª edição,Regional,de 5.000 a 10.000,"Artesanato, Artes e Coleções",Aberto ao público mediante ingresso,maio,27 de maio de 2026,31 de maio de 2026,Mercado Livre Arena Pacaembu,São Paulo,SP,VIVA Projects,,http://arpa.art/
Congresso MICE Brasil,11ª edição,Nacional,de 1.000 a 5.000,"Turismo, Hotéis, Bares e Restaurantes",Aberto ao público mediante convite e ingresso,maio,27 de maio de 2026,28 de maio de 2026,Centro de Convenções Rebouças,São Paulo,SP,Grupo Evento Fácil (Grupo EventoFacil),11 3812-7363,http://www.congressomicebrasil.com.br
Feira EBS - Evento Business Show,24ª edição,Nacional,acima de 10.000,"Comunicação Empresarial, Feiras e Eventos",Aberto ao público,maio,27 de maio de 2026,28 de maio de 2026,Centro de Convenções Rebouças,São Paulo,SP,Grupo Evento Fácil (Grupo EventoFacil),11 3812-7363,http://www.feiraebs.com.br
FoodTech Expo 2026 - International FoodTech,7ª edição,Nacional,de 1.000 a 5.000,Alimentos e Bebidas,Aberto ao público mediante ingresso,maio,27 de maio de 2026,28 de maio de 2026,PUC Campinas,São Paulo,SP,FoodTech Hub Latam,19 3399-3456,http://www.sympla.com.br/evento/vii-international-foodtech-forum-vi-foodtech-expo/2999547
"WSSO - Workshop de Saúde, Segurança Ocupacional e de Processos",16ª edição,Nacional,de 1.000 a 5.000,Saúde e Segurança do Trabalho,Especializado mediante convite e ingresso,maio,27 de maio de 2026,28 de maio de 2026,Centro Cultural Usiminas,Ipatinga,MG,"Associação Brasileira de Metalurgia, Materiais e Mineração (ABM)",11 5534-4333,http://abmbrasil.com.br/evento/16-wsso-workshop-de-saude-seguranca-ocupacional-e-de-processos
Simpósio SAE BRASIL de Powertrain - Seção São Paulo Interior,24ª edição,Nacional,de 1.000 a 5.000,"Logística, Transporte e Armazenagem",Aberto ao público,maio,27 de maio de 2026,28 de maio de 2026,FLEX e FIT Sorocaba,Sorocaba,SP,SAE Brasil,11 3287-2033,http://saebrasil.org.br/eventos/24o-simposio-sae-brasil-de-powertrain-secao-sao-paulo-interior/
AFILIADOS BRASIL SÃO PAULO 2026 - Congresso e Feira de Marketing Afiliados,,Nacional,de 1.000 a 5.000,Gestão Empresarial e Recursos Humanos,Aberto ao público mediante ingresso,maio,28 de maio de 2026,30 de maio de 2026,Centro de Convenções Frei Caneca,São Paulo,SP,Afiliados Brasil,,http://www.afiliadosbrasil.com.br
SULBRA - Congresso Sul-Brasileiro de Oftalmologia,19ª edição,Nacional,de 1.000 a 5.000,"Saúde: Tecnologia, Equipamentos e Pesquisa",Restrito a profissionais do setor,maio,28 de maio de 2026,30 de maio de 2026,Centrosul - Centro de Convenções de Florianópolis,Florianópolis,SC,Alvo Eventos,45 3025-2121,http://sulbra.com.br
Feira dos Municípios (Espírito Santo),,Regional,de 1.000 a 5.000,Feiras Multisetoriais,Aberto ao público,maio,28 de maio de 2026,31 de maio de 2026,Carapina Centro de Eventos,Serra,ES,Governo do Espírito Santo,27 3636-1024,http://www.instagram.com/feiradosmunicipios.es/
Simpósio SAE BRASIL de Inovação Industrial 2026,,Regional,até 1.000,Tecnologia Industrial,Aberto ao público mediante convite e ingresso,maio,28 de maio de 2026,28 de maio de 2026,Porto Alegre,Porto Alegre,RS,SAE Brasil,11 3142-3469,http://saebrasil.org.br/eventos/simposio-sae-brasil-de-inovacao-industrial-2026/
Franchise4U Brasília,,Regional,até 1.000,"Empreendedorismo, Negócios e Franquias",Aberto ao público,maio,28 de maio de 2026,28 de maio de 2026,Windsor Brasilia Hotel,Brasília,DF,Franchise4U,11 97595-4454,http://franchise4u.com.br/feira/brasilia-2026
CONGRESSO IPLD - Congresso IPLD do Instituto de Prevenção à Lavagem de Dinheiro,8ª edição,Nacional,de 1.000 a 5.000,"Gemas, Jóias e Semi-Jóias",Aberto ao público mediante convite,maio,28 de maio de 2026,28 de maio de 2026,Online,São Paulo,SP,Congresso do Instituto de Prevenção à Lavagem de Dinheiro (IPLD),11 94205-9699,http://congresso8.ipld.com.br/pt-br/
Indicador do Boi Datagro na Estrada (Araguaína),,Nacional,até 1.000,"Agropecuário, Comercial e Industrial",Especializado mediante convite e ingresso,maio,28 de maio de 2026,28 de maio de 2026,Sindicato Rural de Araguaína,Araguaína,TO,Datagro,11 4133-3944,http://www.datagroconferences.com/eventos/indicador-do-boi-datagro-na-estrada-2026-araguaina/
Congresso Ambiental VIEX 2026 (CAMBI 26),9ª edição,Nacional,de 1.000 a 5.000,Meio Ambiente,Aberto ao público mediante ingresso,maio,28 de maio de 2026,29 de maio de 2026,Parque do Ibirapuera - Pavilhão das Culturas Brasileiras,São Paulo,SP,Cortex Américas Organização de Feiras e Eventos Ltda (VIEX-AMÉRICAS),11 5051-6535,http://sympla.com.br/evento/9-cambi---congresso-ambiental-viex/3277186
Milk Pro Summit 2026,,Nacional,de 1.000 a 5.000,"Agropecuário, Comercial e Industrial",Aberto ao público,maio,28 de maio de 2026,29 de maio de 2026,Bourbon Convention Resort Atibaia,Atibaia,SP,MilkPoint Ventures (AgriPoint) (Milk Point),19 99817-4082,http://www.milkprosummit.com.br
Congresso Paulista de Medicina do Sono,23ª edição,Nacional,de 1.000 a 5.000,"Saúde: Tecnologia, Equipamentos e Pesquisa",Especializado mediante convite e ingresso,maio,29 de maio de 2026,30 de maio de 2026,Espaço Center 3,São Paulo,SP,Associação Paulista de Medicina (APM),11 3188-4200,http://www.congressopaulistadosono.com.br
Feira da Franquia (Salvador),,Nacional,de 1.000 a 5.000,"Empreendedorismo, Negócios e Franquias",Aberto ao público mediante convite e ingresso,maio,29 de maio de 2026,31 de maio de 2026,Salvador,Salvador,BA,Feira da Franquia (Auras Eventos),48 99191-8765,http://www.feiradafranquia.com.br
EXPÔ JANAÚBA 2026 - Exposição Agropecuária Regional de Janaúba (ExpoJanaúba),43ª edição,Regional,de 5.000 a 10.000,"Agropecuário, Comercial e Industrial",Aberto ao público mediante ingresso,maio,29 de maio de 2026,07 de junho de 2026,Parque de Exposições Waldir Nunes da Silva,Janaúba,MG,Sindicato Rural de Janaúba,38 3821-1033,http://www.instagram.com/expojanauba/
FEIMI - Feira da Moda Inverno 2026 (Edição de Lançamento),,Nacional,de 5.000 a 10.000,Setores Têxtil e Têxtil Confeccionista,Aberto ao público,maio,29 de maio de 2026,07 de junho de 2026,Centro de Eventos São Luis,São Paulo,SP,Metroprom Feiras e Empreendimentos,11 3459-7758,http://feiradamodainverno.com.br
Educativa Congresso 2026,,Nacional,de 1.000 a 5.000,Cultura e Educação,Aberto ao público mediante convite e ingresso,maio,29 de maio de 2026,30 de maio de 2026,Expo MAG (Antigo Centro de Convenções SulAmérica),Rio de Janeiro,RJ,Educação Inspiradora,21 98507-1228,http://www.congressoeducativa.com.br
ExpoDireito Brasil,11ª edição,Nacional,de 1.000 a 5.000,Gestão Empresarial e Recursos Humanos,Restrito a profissionais do setor,maio,29 de maio de 2026,30 de maio de 2026,Centro Internacional de Convenções do Brasil (CICB),Brasília,DF,Grupo Notorium,85 99134-3410,http://expodireitobrasil.com.br
Congresso Brasileiro de Vendas para Acelerar Resultados,19ª edição,Nacional,de 1.000 a 5.000,"Empreendedorismo, Negócios e Franquias",Aberto ao público mediante ingresso,maio,30 de maio de 2026,30 de maio de 2026,Teatro Oficina do Estudante - Shopping Iguatemi,Campinas,SP,Corpo RH Desenvolvimento,19 3291-7232,http://corporheventos.com.br/19cv/
NPC Worldwide Musclecontest Brazil (Curitiba),,Nacional,até 1.000,"Lazer, Hobby e Esportes",Aberto ao público mediante ingresso,maio,30 de maio de 2026,30 de maio de 2026,Espaço Torres Kennedy,Curitiba,PR,Musclecontest Internacional,61 99822-3737,http://musclecontestinternational.com/brz-2026-musclecontest-curitiba-event/
Meeting Corporativo & Lazer (Meetings Corporativos) (Rio de Janeiro),17ª edição,Regional,até 1.000,"Turismo, Hotéis, Bares e Restaurantes",Aberto ao público mediante ingresso,maio,30 de maio de 2026,30 de maio de 2026,Rio Othon Palace Hotel,Rio de Janeiro,RJ,Portal de Hotéis,41 3232-4754,http://meetingscorporativos.com.br/event/12-meeting-corporativo-lazer-belo-horizonte/
NPC Worldwide Musclecontest Brazil (Belém),,Nacional,até 1.000,"Lazer, Hobby e Esportes",Aberto ao público mediante ingresso,maio,30 de maio de 2026,30 de maio de 2026,Teatro IT Center Belém,Belém,PA,Musclecontest Internacional,61 99822-3737,http://musclecontestinternational.com/brz-2026-musclecontest-BELEM-event/
Churrasco On Fire (Foz do Iguaçu),,Regional,de 1.000 a 5.000,Alimentos e Bebidas,Aberto ao público,maio,30 de maio de 2026,30 de maio de 2026,Foz do Iguaçu,Foz do Iguaçu,PR,Churrasco On Fire (Churrasco OnFire),,http://churrascoonfire.com.br
NPC Worldwide Musclecontest (Taubaté),,Nacional,até 1.000,"Lazer, Hobby e Esportes",Aberto ao público mediante ingresso,maio,30 de maio de 2026,30 de maio de 2026,Tangaroa Hall,Taubaté,SP,Musclecontest Internacional,61 99822-3737,http://musclecontestinternational.com/brz-2026-musclecontest-taubate-event/
Beauty Show 2026,4ª edição,Nacional,de 5.000 a 10.000,"Produtos de Uso Pessoal, Beleza e Estética",Especializado mediante convite,maio,30 de maio de 2026,01 de junho de 2026,Expo Center Norte,São Paulo,SP,Beauty Fair Eventos e Promoções Ltda,11 3181-5197,http://beautyshow.com.br
A Feira do Livro 2026 (Praça Charles Miller),,Regional,de 5.000 a 10.000,Cultura e Educação,Aberto ao público,maio,30 de maio de 2026,07 de junho de 2026,Praça Charles Miller,São Paulo,SP,Associação Quatro Cinco Um,11 93091-4740,http://www.instagram.com/afeiradolivro/
Live! Run XP (João Pessoa),,Regional,de 1.000 a 5.000,"Lazer, Hobby e Esportes",Aberto ao público mediante ingresso,maio,31 de maio de 2026,31 de maio de 2026,João Pessoa,João Pessoa,PB,Live! Roupas Esportivas Ltda,47 2106-7400,http://www.liverun.com.br
Ironman (Florianópolis) (Maio),,Nacional,até 1.000,"Lazer, Hobby e Esportes",Aberto ao público mediante convite e ingresso,maio,31 de maio de 2026,31 de maio de 2026,Jurerê Internacional,Florianópolis,SC,Unlimited Sports,11 3743-2411,http://unlimitedsports.com.br/ironman-brasil-florianopolis/
Live! Run XP (Piracicaba),,Regional,de 1.000 a 5.000,"Lazer, Hobby e Esportes",Aberto ao público mediante ingresso,maio,31 de maio de 2026,31 de maio de 2026,Piracicaba,Piracicaba,SP,Live! Roupas Esportivas Ltda,47 2106-7400,http://www.liverun.com.br
